First_name,Last_name,DOB,Gender,Type,Term_start,Term_end,State
Joseph,Nicholson,1770-05-15,M,rep,1799-12-02,1801-03-03,MD
Gideon,Olin,1743-11-02,M,rep,1803-10-17,1805-03-03,VT
Thomas,Randolph,1768-10-01,M,rep,1803-10-17,1805-03-03,VA
Peter,Sailly,1754-04-20,M,rep,1805-12-02,1807-03-03,NY
Thomas,Sandford,#N/A,M,rep,1803-10-17,1805-03-03,KY
Martin,Schuneman,1764-02-10,M,rep,1805-12-02,1807-03-03,NY
Daniel,Smith,1748-10-29,M,sen,1798-01-01,1799-12-31,TN
John,Smith,1765-02-12,M,rep,1799-12-02,1801-03-03,CT
O’Brien,Smith,1784-07-31,M,rep,1805-12-02,1807-03-03,SC
Thomas,Spalding,1774-03-26,M,rep,1805-12-02,1807-03-03,GA
Joseph,Stanton,1739-07-19,M,sen,1790-01-01,1793-03-03,RI
Thomas,Sumter,1734-08-14,M,rep,1789-03-04,1791-03-03,SC
Samuel,Tenney,1748-11-27,M,rep,1799-12-02,1801-03-03,NH
Philip,Thompson,1766-03-26,M,rep,1801-12-07,1803-03-03,VA
Buckner,Thruston,1763-02-09,M,sen,1805-12-02,1809-12-31,KY
Peleg,Wadsworth,1748-05-06,M,rep,1793-12-02,1795-03-03,MA
Matthew,Walton,#N/A,M,rep,1803-10-17,1805-03-03,KY
John,Whitehill,1729-12-11,M,rep,1803-10-17,1805-03-03,PA
Eliphalet,Wickes,1769-04-01,M,rep,1805-12-02,1807-03-03,NY
Nathan,Williams,1773-12-19,M,rep,1805-12-02,1807-03-03,NY
Joseph,Winston,1746-06-17,M,rep,1793-12-02,1795-03-03,NC
Thomas,Wynns,#N/A,M,rep,1801-12-07,1803-03-03,NC
John,Milledge,#N/A,M,rep,1792-11-22,1793-03-03,GA
Evan,Alexander,#N/A,M,rep,1806-02-24,1807-03-03,NC
Joseph,Barker,1751-10-19,M,rep,1805-12-02,1807-03-03,MA
Barnabas,Bidwell,1763-08-23,M,rep,1805-12-02,1807-03-03,MA
John,Blake,1762-12-05,M,rep,1805-12-02,1807-03-03,NY
John,Boyle,1774-10-28,M,rep,1803-10-17,1805-03-03,KY
Stephen,Bradley,1754-02-20,M,sen,1791-10-24,1795-03-03,VT
James,Broom,#N/A,M,rep,1805-12-02,1807-03-03,DE
Peter,Carleton,1755-09-19,M,rep,1807-10-26,1809-03-03,NH
John,Claiborne,#N/A,M,rep,1805-12-02,1807-03-03,VA
Daniel,Clark,#N/A,M,rep,1805-12-02,1807-03-03,OL
Joseph,Clay,1769-07-24,M,rep,1803-10-17,1805-03-03,PA
George,Clinton,1771-06-06,M,rep,1803-10-17,1805-03-03,NY
Jacob,Crowninshield,1770-03-31,M,rep,1803-10-17,1805-03-03,MA
Ezra,Darby,1768-06-07,M,rep,1805-12-02,1807-03-03,NJ
Josiah,Dean,1748-03-06,M,rep,1807-10-26,1809-03-03,MA
Daniel,Durell,1769-07-20,M,rep,1807-10-26,1809-03-03,NH
James,Elliott,1775-08-18,M,rep,1803-10-17,1805-03-03,VT
Jesse,Franklin,1760-03-24,M,rep,1795-12-07,1797-03-03,NC
Francis,Gardner,1771-12-27,M,rep,1807-10-26,1809-03-03,NH
James,Garnett,1770-06-08,M,rep,1805-12-02,1807-03-03,VA
Chauncey,Goodrich,1759-10-20,M,rep,1795-12-07,1797-03-03,CT
Andrew,Gregg,1755-06-10,M,rep,1791-10-24,1793-03-03,PA
John,Harris,1760-09-26,M,rep,1807-10-26,1809-03-03,NY
John,Hiester,1745-04-09,M,rep,1807-10-26,1809-03-03,PA
William,Hoge,#N/A,M,rep,1801-12-07,1803-03-03,PA
Reuben,Humphrey,1757-09-02,M,rep,1807-10-26,1809-03-03,NY
Daniel,Ilsley,1740-05-30,M,rep,1807-10-26,1809-03-03,MA
George,Jones,1766-02-25,M,sen,1807-10-26,1807-12-31,GA
James,Kelly,1760-07-17,M,rep,1805-12-02,1807-03-03,PA
William,Kirkpatrick,1769-11-07,M,rep,1807-10-26,1809-03-03,NY
Nehemiah,Knight,1746-03-23,M,rep,1803-10-17,1805-03-03,RI
Josiah,Masters,1763-11-22,M,rep,1805-12-02,1807-03-03,NY
Elisha,Mathewson,1767-04-18,M,sen,1807-10-26,1811-03-03,RI
William,McCreery,#N/A,M,rep,1803-10-17,1805-03-03,MD
Daniel,Montgomery,1765-10-30,M,rep,1807-10-26,1809-03-03,PA
John,Morrow,#N/A,M,rep,1805-12-02,1807-03-03,VA
Benjamin,Parke,1777-09-22,M,rep,1805-12-02,1807-03-03,IN
Nahum,Parker,1760-03-04,M,sen,1807-10-26,1811-03-03,NH
John,Pugh,1761-06-02,M,rep,1805-12-02,1807-03-03,PA
Jacob,Richards,#N/A,M,rep,1803-10-17,1805-03-03,PA
Samuel,Riker,1743-04-08,M,rep,1803-10-17,1805-03-03,NY
John,Russell,1772-09-07,M,rep,1805-12-02,1807-03-03,NY
James,Sloan,#N/A,M,rep,1803-10-17,1805-03-03,NJ
Jedediah,Smith,1770-11-07,M,rep,1807-10-26,1809-03-03,NH
John,Smith,1752-02-12,M,rep,1799-12-02,1801-03-03,NY
Joseph,Story,1779-09-18,M,rep,1807-10-26,1809-03-03,MA
Peter,Swart,1752-07-05,M,rep,1807-10-26,1809-03-03,NY
David,Thomas,1762-06-11,M,rep,1801-12-07,1803-03-03,NY
Edward,Tiffin,1766-06-19,M,sen,1807-10-26,1809-12-31,OH
Abram,Trigg,#N/A,M,rep,1797-05-15,1799-03-03,VA
James,Van Alen,1772-12-31,M,rep,1807-10-26,1809-03-03,NY
Philip,Van Cortlandt,1749-08-21,M,rep,1793-12-02,1795-03-03,NY
Daniel,Verplanck,1762-03-19,M,rep,1803-10-17,1805-03-03,NY
Isaac,Wilbour,1763-04-25,M,rep,1807-10-26,1809-03-03,RI
Marmaduke,Williams,1774-04-06,M,rep,1803-10-17,1805-03-03,NC
Alexander,Wilson,#N/A,M,rep,1803-10-17,1805-03-03,VA
Nathan,Wilson,1758-12-23,M,rep,1807-10-26,1809-03-03,NY
James,Witherell,1759-06-16,M,rep,1807-10-26,1809-03-03,VT
Return,Meigs,1764-11-17,M,sen,1808-12-12,1809-03-03,OH
James,Madison,1751-03-16,M,rep,1789-03-04,1791-03-03,VA
Joseph,Allen,1749-09-02,M,rep,1809-05-22,1811-03-03,MA
Lemuel,Alston,#N/A,M,rep,1807-10-26,1809-03-03,SC
Joseph,Anderson,1757-11-05,M,sen,1797-05-15,1799-03-03,TN
Daniel,Blaisdell,1762-01-22,M,rep,1809-05-22,1811-03-03,NH
Richard,Brent,#N/A,M,rep,1795-12-07,1797-03-03,VA
John,Brown,#N/A,M,rep,1809-05-22,1811-03-03,MD
Joseph,Calhoun,1750-10-22,M,rep,1807-10-26,1809-03-03,SC
Alexander,Campbell,#N/A,M,sen,1809-05-22,1813-03-03,OH
John,Campbell,1765-09-11,M,rep,1801-12-07,1803-03-03,MD
John,Chamberlain,1772-06-05,M,rep,1809-05-22,1811-03-03,NH
William,Chamberlain,1755-04-27,M,rep,1803-10-17,1805-03-03,VT
Christopher,Champlin,1768-04-12,M,rep,1797-05-15,1799-03-03,RI
Orchard,Cook,1763-03-24,M,rep,1805-12-02,1807-03-03,MA
James,Cox,1753-06-14,M,rep,1809-05-22,1811-03-03,NJ
Henry,Crist,1764-10-20,M,rep,1809-05-22,1811-03-03,KY
William,Denning,#N/A,M,rep,1809-05-22,1811-03-03,NY
Barent,Gardenier,1776-07-28,M,rep,1807-10-26,1809-03-03,NY
Gideon,Gardner,1759-05-30,M,rep,1809-05-22,1811-03-03,MA
David,Garland,1769-09-27,M,rep,1809-05-22,1811-03-03,VA
Obadiah,German,1766-04-22,M,sen,1809-05-22,1815-03-03,NY
Stanley,Griswold,1763-11-14,M,sen,1809-05-22,1809-12-31,OH
Nathaniel,Haven,1762-07-19,M,rep,1809-05-22,1811-03-03,NH
William,Helms,1783-09-30,M,rep,1801-12-07,1803-03-03,NJ
Daniel,Hiester,#N/A,M,rep,1809-05-22,1811-03-03,PA
James,Hillhouse,1754-10-20,M,rep,1791-10-24,1793-03-03,CT
James,Holland,#N/A,M,rep,1795-12-07,1797-03-03,NC
Benjamin,Howard,#N/A,M,rep,1807-10-26,1809-03-03,KY
Jonathan,Hubbard,1768-05-07,M,rep,1809-05-22,1811-03-03,VT
Robert,Jenkins,1769-07-10,M,rep,1807-10-26,1809-03-03,PA
Walter,Jones,1745-12-18,M,rep,1797-05-15,1799-03-03,VA
Thomas,Kenan,1771-02-26,M,rep,1805-12-02,1807-03-03,NC
Herman,Knickerbocker,1779-07-27,M,rep,1809-05-22,1811-03-03,NY
John,Lambert,1746-02-24,M,rep,1805-12-02,1807-03-03,NJ
Michael,Leib,1760-01-08,M,rep,1799-12-02,1801-03-03,PA
Edward,Livermore,1762-04-05,M,rep,1807-10-26,1809-03-03,MA
John,Love,#N/A,M,rep,1807-10-26,1809-03-03,VA
Matthew,Lyon,1749-07-14,M,rep,1797-05-15,1799-03-03,VT
Francis,Malbone,1759-03-20,M,rep,1793-12-02,1795-03-03,RI
Robert,Marion,#N/A,M,rep,1805-12-02,1807-03-03,SC
Vincent,Mathews,1766-06-29,M,rep,1809-05-22,1811-03-03,NY
William,McKinley,#N/A,M,rep,1809-05-22,1811-03-03,VA
Pleasant,Miller,#N/A,M,rep,1809-05-22,1811-03-03,TN
Gurdon,Mumford,1764-01-29,M,rep,1805-12-02,1807-03-03,NY
Roger,Nelson,#N/A,M,rep,1803-10-17,1805-03-03,MD
Wilson,Nicholas,1761-01-31,M,sen,1799-12-02,1805-03-03,VA
John,Nicholson,#N/A,M,rep,1809-05-22,1811-03-03,NY
Benjamin,Pickman,1763-09-30,M,rep,1809-05-22,1811-03-03,MA
John,Porter,#N/A,M,rep,1805-12-02,1807-03-03,PA
Julien,Poydras,1740-04-03,M,rep,1809-05-22,1811-03-03,OL
Matthias,Richards,1758-02-26,M,rep,1807-10-26,1809-03-03,PA
Jonathan,Robinson,1756-08-11,M,sen,1807-10-26,1809-03-03,VT
Benjamin,Say,1755-08-28,M,rep,1807-10-26,1809-03-03,PA
John,Scudder,1759-03-22,M,rep,1809-05-22,1811-03-03,NJ
Dennis,Smelt,1763-11-23,M,rep,1806-09-01,1807-03-03,GA
Samuel,Smith,#N/A,M,rep,1805-12-02,1807-03-03,PA
John,Stanly,1774-04-09,M,rep,1801-12-07,1803-03-03,NC
William,Stedman,1765-01-21,M,rep,1803-10-17,1805-03-03,MA
Jacob,Swoope,#N/A,M,rep,1809-05-22,1811-03-03,VA
John,Thompson,1749-03-20,M,rep,1799-12-02,1801-03-03,NY
Jabez,Upham,1764-08-23,M,rep,1807-10-26,1809-03-03,MA
Archibald,Van Horne,#N/A,M,rep,1807-10-26,1809-03-03,MD
Killian,Van Rensselaer,1763-06-09,M,rep,1801-12-07,1803-03-03,NY
Robert,Weakley,1764-07-20,M,rep,1809-05-22,1811-03-03,TN
Jenkin,Whiteside,#N/A,M,sen,1809-05-22,1811-03-03,TN
James,Wilson,1766-08-16,M,rep,1809-05-22,1811-03-03,NH
Robert,Witherspoon,1767-01-29,M,rep,1809-05-22,1811-03-03,SC
Charles,Cutts,1769-01-31,M,sen,1810-01-01,1813-03-03,NH
John,Taylor,1770-05-04,M,rep,1807-10-26,1809-03-03,SC
Thomas,Worthington,1773-07-16,M,sen,1803-10-17,1807-03-03,OH
Ezekiel,Bacon,1776-09-01,M,rep,1807-10-26,1809-03-03,MA
John,Baker,#N/A,M,rep,1811-11-04,1813-03-03,VA
Josiah,Bartlett,1768-08-29,M,rep,1811-11-04,1813-03-03,NH
James,Bayard,1767-07-28,M,rep,1797-05-15,1799-03-03,DE
William,Blackledge,#N/A,M,rep,1803-10-17,1805-03-03,NC
Harmanus,Bleecker,1779-10-09,M,rep,1811-11-04,1813-03-03,NY
Thomas,Blount,1759-05-10,M,rep,1793-12-02,1795-03-03,NC
Adam,Boyd,1746-03-21,M,rep,1803-10-17,1805-03-03,NJ
William,Butler,1759-12-17,M,rep,1801-12-07,1803-03-03,SC
Francis,Carr,1751-12-06,M,rep,1811-11-04,1813-03-03,MA
Martin,Chittenden,1763-03-12,M,rep,1803-10-17,1805-03-03,VT
Howell,Cobb,1772-08-03,M,rep,1807-10-26,1809-03-03,GA
James,Cochran,#N/A,M,rep,1809-05-22,1811-03-03,NC
Thomas,Cooke,1778-11-21,M,rep,1811-11-04,1813-03-03,NY
William,Crawford,1772-02-24,M,sen,1807-10-26,1811-03-03,GA
Richard,Cutts,1771-06-28,M,rep,1801-12-07,1803-03-03,MA
Samuel,Dinsmoor,1766-07-01,M,rep,1811-11-04,1813-03-03,NH
James,Emott,1771-03-09,M,rep,1809-05-22,1811-03-03,NY
Asa,Fitch,1765-11-10,M,rep,1811-11-04,1813-03-03,NY
Barzillai,Gannett,1764-06-17,M,rep,1809-05-22,1811-03-03,MA
William,Giles,1762-08-12,M,rep,1790-12-07,1791-03-03,VA
Nicholas,Gilman,1755-08-03,M,rep,1789-03-04,1791-03-03,NH
Edwin,Gray,1743-07-18,M,rep,1799-12-02,1801-03-03,VA
Isaiah,Green,1761-12-28,M,rep,1805-12-02,1807-03-03,MA
Obed,Hall,1757-12-23,M,rep,1811-11-04,1813-03-03,NH
John,Harper,1779-11-02,M,rep,1811-11-04,1813-03-03,NH
Jeremiah,Howell,1771-08-28,M,sen,1811-11-04,1817-03-03,RI
Philip,Key,1757-04-12,M,rep,1807-10-26,1809-03-03,MD
Joseph,Lefever,1760-04-03,M,rep,1811-11-04,1813-03-03,PA
Robert,Livingston,#N/A,M,rep,1809-05-22,1811-03-03,NY
George,Maxwell,1771-05-31,M,rep,1811-11-04,1813-03-03,NJ
Archibald,McBryde,1766-09-28,M,rep,1809-05-22,1811-03-03,NC
Arunah,Metcalf,1771-08-15,M,rep,1811-11-04,1813-03-03,NY
James,Milnor,1773-06-20,M,rep,1811-11-04,1813-03-03,PA
Samuel,Mitchill,1764-08-20,M,rep,1801-12-07,1803-03-03,NY
John,Montgomery,#N/A,M,rep,1807-10-26,1809-03-03,MD
James,Morgan,1756-12-29,M,rep,1811-11-04,1813-03-03,NJ
Thomas,Newbold,1760-08-02,M,rep,1807-10-26,1809-03-03,NJ
William,Paulding,1770-03-07,M,rep,1811-11-04,1813-03-03,NY
Benjamin,Pond,#N/A,M,rep,1811-11-04,1813-03-03,NY
Josiah,Quincy,1772-02-04,M,rep,1805-12-02,1807-03-03,MA
William,Rodman,1757-10-07,M,rep,1811-11-04,1813-03-03,PA
Thomas,Sammons,1762-10-01,M,rep,1803-10-17,1805-03-03,NY
Ebenezer,Seaver,1763-07-05,M,rep,1803-10-17,1805-03-03,MA
Samuel,Shaw,#N/A,M,rep,1807-10-26,1809-03-03,VT
John,Smilie,#N/A,M,rep,1793-12-02,1795-03-03,PA
George,Smith,#N/A,M,rep,1809-05-22,1811-03-03,PA
Silas,Stow,1773-12-21,M,rep,1811-11-04,1813-03-03,NY
George,Sullivan,1771-08-29,M,rep,1811-11-04,1813-03-03,NH
Peleg,Tallman,1764-07-24,M,rep,1811-11-04,1813-03-03,MA
Uri,Tracy,1764-02-08,M,rep,1805-12-02,1807-03-03,NY
Charles,Turner,1760-06-20,M,rep,1809-05-22,1811-03-03,MA
James,Turner,1766-12-20,M,sen,1805-12-02,1811-03-03,NC
Pierre,Van Cortlandt,1762-08-29,M,rep,1811-11-04,1813-03-03,NY
Joseph,Varnum,1750-01-29,M,rep,1795-12-07,1797-03-03,MA
Leonard,White,1767-05-03,M,rep,1811-11-04,1813-03-03,MA
William,Widgery,#N/A,M,rep,1811-11-04,1813-03-03,MA
David,Williams,1776-03-08,M,rep,1805-12-02,1807-03-03,SC
Thomas,Wilson,1765-09-11,M,rep,1811-11-04,1813-03-03,VA
Richard,Winn,#N/A,M,rep,1793-12-02,1795-03-03,SC
Jean,Destréhan,#N/A,M,sen,1812-01-01,1813-03-03,LA
Allan,Magruder,#N/A,M,sen,1812-01-01,1813-03-03,LA
Thomas,Posey,1750-07-09,M,sen,1812-01-01,1813-12-31,LA
William,Barnett,1761-03-04,M,rep,1811-11-04,1813-03-03,GA
Thomas,Bayly,1775-03-26,M,rep,1813-05-24,1815-03-03,VA
Reasin,Beall,1769-12-03,M,rep,1813-05-24,1815-03-03,OH
Egbert,Benson,1746-06-21,M,rep,1789-03-04,1791-03-03,NY
William,Bibb,1781-10-02,M,rep,1807-01-26,1807-03-03,GA
Abijah,Bigelow,1775-12-05,M,rep,1809-05-22,1811-03-03,MA
Thomas,Bines,#N/A,M,rep,1813-05-24,1815-03-03,NJ
Jesse,Bledsoe,1776-04-06,M,sen,1813-05-24,1815-03-03,KY
Shadrack,Bond,1773-11-24,M,rep,1811-11-04,1813-03-03,IL
John,Bowen,#N/A,M,rep,1813-05-24,1815-03-03,TN
John,Bowers,1772-09-25,M,rep,1813-05-24,1815-03-03,NY
Alexander,Boyd,1764-09-14,M,rep,1813-05-24,1815-03-03,NY
Robert,Brown,1744-12-25,M,rep,1797-05-15,1799-03-03,PA
William,Bulloch,#N/A,M,sen,1813-05-24,1813-12-31,GA
Ezra,Butler,1763-09-24,M,rep,1813-05-24,1815-03-03,VT
Hugh,Caperton,1781-04-17,M,rep,1813-05-24,1815-03-03,VA
Langdon,Cheves,1776-09-17,M,rep,1809-05-22,1811-03-03,SC
John,Conard,#N/A,M,rep,1813-05-24,1815-03-03,PA
William,Coxe,1762-05-03,M,rep,1813-05-24,1815-03-03,NJ
Edward,Crouch,1764-11-09,M,rep,1813-05-24,1815-03-03,PA
David,Daggett,1764-12-31,M,sen,1813-05-24,1819-03-03,CT
Samuel,Dana,1767-06-26,M,rep,1813-05-24,1815-03-03,MA
Roger,Davis,1762-10-02,M,rep,1811-11-04,1813-03-03,PA
Samuel,Davis,#N/A,M,rep,1813-05-24,1815-03-03,MA
John,Dawson,#N/A,M,rep,1797-05-15,1799-03-03,VA
Peter,Denoyelles,#N/A,M,rep,1813-05-24,1815-03-03,NY
Daniel,Dewey,1766-01-29,M,rep,1813-05-24,1815-03-03,MA
William,Duval,#N/A,M,rep,1813-05-24,1815-03-03,KY
William,Ely,1765-08-14,M,rep,1805-12-02,1807-03-03,MA
David,Evans,1769-02-20,M,rep,1813-05-24,1815-03-03,SC
Samuel,Farrow,#N/A,M,rep,1813-05-24,1815-03-03,SC
Peter,Forney,1756-04-21,M,rep,1813-05-24,1815-03-03,NC
Meshack,Franklin,#N/A,M,rep,1807-10-26,1809-03-03,NC
Eligius,Fromentin,#N/A,M,sen,1813-05-24,1819-03-03,LA
James,Geddes,1763-07-22,M,rep,1813-05-24,1815-03-03,NY
John,Gloninger,1758-09-19,M,rep,1813-05-24,1815-03-03,PA
Theodore,Gourdin,1764-03-20,M,rep,1813-05-24,1815-03-03,SC
Thomas,Harris,#N/A,M,rep,1813-05-24,1815-03-03,TN
Abraham,Hasbrouck,1773-10-16,M,rep,1813-05-24,1815-03-03,NY
Joseph,Hawkins,#N/A,M,rep,1813-05-24,1815-03-03,KY
Edward,Hempstead,1780-06-03,M,rep,1811-11-04,1813-03-03,MO
Samuel,Henderson,1764-11-27,M,rep,1813-05-24,1815-03-03,PA
Samuel,Hopkins,1753-04-09,M,rep,1813-05-24,1815-03-03,KY
Samuel,Hopkins,1772-05-09,M,rep,1813-05-24,1815-03-03,NY
Nathaniel,Howell,1770-01-01,M,rep,1813-05-24,1815-03-03,NY
Levi,Hubbard,1762-12-19,M,rep,1813-05-24,1815-03-03,MA
Jacob,Hufty,#N/A,M,rep,1809-05-22,1811-03-03,NJ
Parry,Humphreys,#N/A,M,rep,1813-05-24,1815-03-03,TN
John,Hyneman,1771-04-25,M,rep,1811-11-04,1813-03-03,PA
Richard,Jackson,1764-07-03,M,rep,1807-10-26,1809-03-03,RI
William,Kennedy,1768-07-31,M,rep,1803-10-17,1805-03-03,NC
John,Kershaw,1765-09-12,M,rep,1813-05-24,1815-03-03,SC
Abner,Lacock,1770-07-09,M,rep,1811-11-04,1813-03-03,PA
John,Lefferts,1785-12-17,M,rep,1813-05-24,1815-03-03,NY
Jacob,Markell,1770-05-08,M,rep,1813-05-24,1815-03-03,NY
Jeremiah,Mason,1768-04-27,M,sen,1813-05-24,1817-12-31,NH
Alexander,McKim,1748-01-10,M,rep,1809-05-22,1811-03-03,MD
Morris,Miller,1779-07-31,M,rep,1813-05-24,1815-03-03,NY
Joseph,Pearson,#N/A,M,rep,1809-05-22,1811-03-03,NC
Jotham,Post,1771-04-04,M,rep,1813-05-24,1815-03-03,NY
Elisha,Potter,1764-11-05,M,rep,1795-12-07,1797-03-03,RI
John,Rea,1755-01-27,M,rep,1803-10-17,1805-03-03,PA
William,Reed,1776-06-06,M,rep,1811-11-04,1813-03-03,MA
William,Richardson,1774-01-04,M,rep,1811-11-04,1813-03-03,MA
James,Schureman,1756-02-12,M,rep,1789-03-04,1791-03-03,NJ
Samuel,Sherwood,1779-04-24,M,rep,1813-05-24,1815-03-03,NY
Zebulon,Shipherd,1768-11-15,M,rep,1813-05-24,1815-03-03,NY
Richard,Skinner,1778-05-30,M,rep,1813-05-24,1815-03-03,VT
Amos,Slaymaker,1755-03-11,M,rep,1813-05-24,1815-03-03,PA
Isaac,Smith,1761-01-04,M,rep,1813-05-24,1815-03-03,PA
John,Smith,1750-05-07,M,rep,1801-12-07,1803-03-03,VA
Samuel,Smith,1765-11-11,M,rep,1813-05-24,1815-03-03,NH
Richard,Stockton,1764-04-17,M,sen,1796-01-01,1799-03-03,NJ
David,Stone,1770-02-17,M,rep,1799-12-02,1801-03-03,NC
Charles,Tait,1768-02-01,M,sen,1809-05-22,1813-03-03,GA
Adamson,Tannehill,1750-05-23,M,rep,1813-05-24,1815-03-03,PA
Joel,Thompson,1760-10-03,M,rep,1813-05-24,1815-03-03,NY
William,Wells,1769-01-07,M,sen,1799-12-02,1805-03-03,DE
Francis,White,#N/A,M,rep,1813-05-24,1815-03-03,VA
James,Whitehill,1762-01-31,M,rep,1813-05-24,1815-03-03,PA
Robert,Whitehill,1738-07-21,M,rep,1805-12-02,1807-03-03,PA
Elisha,Winter,1781-07-15,M,rep,1813-05-24,1815-03-03,NY
Abiel,Wood,1772-07-22,M,rep,1813-05-24,1815-03-03,MA
William,Barry,1784-02-05,M,rep,1809-05-22,1811-03-03,KY
Joseph,Kerr,#N/A,M,sen,1814-01-01,1815-03-03,OH
Francis,Locke,1776-10-31,M,sen,1814-01-01,1815-12-31,NC
Jonathan,Roberts,1771-08-16,M,rep,1811-11-04,1813-03-03,PA
Thomas,Thompson,1766-03-15,M,rep,1805-12-02,1807-03-03,NH
George,Walker,#N/A,M,sen,1814-01-01,1815-03-03,KY
Jesse,Wharton,1782-07-29,M,rep,1807-10-26,1809-03-03,TN
Asa,Adgate,1767-11-17,M,rep,1815-12-04,1817-03-03,NY
John,Alexander,1777-04-16,M,rep,1813-05-24,1815-03-03,OH
Charles,Atherton,1773-08-14,M,rep,1815-12-04,1817-03-03,NH
Daniel,Avery,1766-09-18,M,rep,1811-11-04,1813-03-03,NY
George,Baer,#N/A,M,rep,1797-05-15,1799-03-03,MD
Ezra,Baker,#N/A,M,rep,1815-12-04,1817-03-03,NJ
David,Bard,#N/A,M,rep,1795-12-07,1797-03-03,PA
Samuel,Betts,1787-06-08,M,rep,1815-12-04,1817-03-03,NY
James,Birdsall,#N/A,M,rep,1815-12-04,1817-03-03,NY
George,Bradbury,1770-10-10,M,rep,1813-05-24,1815-03-03,MA
James,Breckinridge,1763-03-07,M,rep,1809-05-22,1811-03-03,VA
Elijah,Brigham,1751-07-07,M,rep,1811-11-04,1813-03-03,MA
Micah,Brooks,1775-05-14,M,rep,1815-12-04,1817-03-03,NY
Benjamin,Brown,1756-09-23,M,rep,1815-12-04,1817-03-03,MA
Thomas,Burnside,1782-07-28,M,rep,1815-12-04,1817-03-03,PA
Daniel,Cady,1773-04-29,M,rep,1815-12-04,1817-03-03,NY
James,Caldwell,1770-11-30,M,rep,1813-05-24,1815-03-03,OH
George,Campbell,1769-02-09,M,rep,1803-10-17,1805-03-03,TN
James,Carr,1777-09-09,M,rep,1815-12-04,1817-03-03,MA
Epaphroditus,Champion,1756-04-06,M,rep,1807-10-26,1809-03-03,CT
John,Chappell,1782-01-19,M,rep,1813-05-24,1815-03-03,SC
Daniel,Chipman,1765-10-22,M,rep,1815-12-04,1817-03-03,VT
Bradbury,Cilley,1760-02-01,M,rep,1813-05-24,1815-03-03,NH
James,Clark,1779-10-15,M,rep,1815-12-04,1817-03-03,NC
Archibald,Clarke,#N/A,M,rep,1815-12-04,1817-03-03,NY
Matthew,Clay,1754-03-25,M,rep,1797-05-15,1799-03-03,VA
David,Clendenin,#N/A,M,rep,1813-05-24,1815-03-03,OH
John,Clopton,1756-02-07,M,rep,1795-12-07,1797-03-03,VA
Samuel,Conner,#N/A,M,rep,1815-12-04,1817-03-03,MA
Thomas,Cooper,#N/A,M,rep,1813-05-24,1815-03-03,DE
William,Crawford,#N/A,M,rep,1809-05-22,1811-03-03,PA
Henry,Crocheron,1772-12-26,M,rep,1815-12-04,1817-03-03,NY
Samuel,Dana,1760-02-13,M,rep,1797-01-03,1797-03-03,CT
John,Davenport,1752-01-16,M,rep,1799-12-02,1801-03-03,CT
Samuel,Dickens,#N/A,M,rep,1815-12-04,1817-03-03,NC
Rufus,Easton,1774-05-04,M,rep,1813-05-24,1815-03-03,MO
William,Findley,#N/A,M,rep,1791-10-24,1793-03-03,PA
Jonathan,Fisk,1778-09-26,M,rep,1809-05-22,1811-03-03,NY
Thomas,Fletcher,1779-10-21,M,rep,1815-12-04,1817-03-03,KY
William,Gaston,1778-09-19,M,rep,1813-05-24,1815-03-03,NC
Thomas,Gholson,#N/A,M,rep,1807-10-26,1809-03-03,VA
Hugh,Glasgow,1769-09-08,M,rep,1813-05-24,1815-03-03,PA
Thomas,Gold,1764-11-04,M,rep,1809-05-22,1811-03-03,NY
Charles,Goldsborough,1765-07-15,M,rep,1805-12-02,1807-03-03,MD
Christopher,Gore,1758-09-21,M,sen,1813-05-24,1815-03-03,MA
Isaac,Griffin,1756-02-27,M,rep,1813-05-24,1815-03-03,PA
Thomas,Grosvenor,1778-12-20,M,rep,1811-11-04,1813-03-03,NY
John,Hahn,1776-10-30,M,rep,1815-12-04,1817-03-03,PA
William,Hale,1765-08-06,M,rep,1809-05-22,1811-03-03,NH
Bolling,Hall,1767-12-25,M,rep,1811-11-04,1813-03-03,GA
Jabez,Hammond,1778-08-02,M,rep,1815-12-04,1817-03-03,NY
Aylett,Hawes,1768-04-21,M,rep,1811-11-04,1813-03-03,VA
Bennett,Henderson,1784-09-05,M,rep,1815-12-04,1817-03-03,TN
Outerbridge,Horsey,1777-03-05,M,sen,1810-01-01,1815-03-03,DE
Benjamin,Huger,#N/A,M,rep,1799-12-02,1801-03-03,SC
John,Hulbert,1770-06-01,M,rep,1813-05-24,1815-03-03,MA
John,Hungerford,1761-01-02,M,rep,1811-11-04,1813-03-03,VA
William,Hunter,1774-11-26,M,sen,1811-11-04,1815-03-03,RI
Jared,Irwin,1768-01-19,M,rep,1813-05-24,1815-03-03,PA
John,Jackson,1777-09-22,M,rep,1803-10-17,1805-03-03,VA
Luther,Jewett,1772-12-24,M,rep,1815-12-04,1817-03-03,VT
Moss,Kent,1766-04-03,M,rep,1813-05-24,1815-03-03,NY
John,Kerr,1782-08-04,M,rep,1813-05-24,1815-03-03,VA
James,Kilbourne,1770-10-19,M,rep,1813-05-24,1815-03-03,OH
Cyrus,King,1772-09-06,M,rep,1813-05-24,1815-03-03,MA
Chauncey,Langdon,1763-11-08,M,rep,1815-12-04,1817-03-03,VT
William,Lattimore,1774-02-09,M,rep,1803-10-17,1805-03-03,MS
